0.59455 0.22943
0.26828 0.61965
0.72349 0.62335
0.95515 0.83500
0.05659 0.09601
0.53401 0.42682
0.81726 0.12377
0.28317 0.15627
0.06422 0.76854
0.88910 0.83478
0.54143 0.03889
0.66685 0.53102
0.94322 0.84052
0.80700 0.02709
0.00504 0.14582
0.62267 0.18563
0.16043 0.50313
0.67449 0.42271
0.25824 0.42253
0.74853 0.05740
0.81953 0.66600
0.22598 0.57875
0.17907 0.81004
0.07389 0.69484
0.85235 0.16460
0.39606 0.17152
0.98351 0.73578
0.33179 0.63106
0.46560 0.81408
0.04888 0.21088
0.18009 0.84701
0.49348 0.10387
0.57679 0.51072
0.84986 0.08285
0.96782 0.90000
0.05517 0.56499
0.93996 0.02093
0.46804 0.01472
0.71227 0.41409
0.17299 0.19571
0.37421 0.83733
0.49853 0.58680
0.87364 0.28416
0.03620 0.48125
0.70881 0.22419
0.43578 0.93714
0.00574 0.69182
0.76838 0.32687
0.89950 0.24927
0.56334 0.05822
0.32225 0.45637
0.63960 0.76688
0.85275 0.91335
0.58762 0.86979
0.55682 0.71471
0.31508 0.62294
0.31158 0.78051
0.46369 0.88855
0.13303 0.30635
0.95536 0.62396
0.61266 0.62903
0.35159 0.18955
0.68125 0.95340
0.97860 0.27651
0.96552 0.34140
0.95115 0.80323
0.09469 0.21615
0.46858 0.88488
0.51863 0.07388
0.89796 0.66851
0.90709 0.37382
0.91269 0.55621
0.52089 0.07073
0.08178 0.93420
0.93904 0.71821
0.96887 0.42027
0.59471 0.11885
0.53333 0.23945
0.89190 0.12924
0.85751 0.73865
0.38568 0.46642
0.62939 0.98197
0.32399 0.74721
0.65037 0.15765
0.83375 0.24067
0.96778 0.78005
0.32046 0.50219
0.14949 0.27871
0.48307 0.46027
0.38611 0.13628
0.01649 0.79009
0.70929 0.06038
0.73983 0.76438
0.52981 0.00582
0.30686 0.59214
0.74081 0.43563
0.21581 0.19976
0.55305 0.67967
0.79762 0.38020
0.64356 0.55890
0.40738 0.34116
0.83550 0.41810
0.75645 0.51674
0.12301 0.34269
0.17261 0.19497
0.01348 0.01415
0.54023 0.03087
0.54210 0.07136
0.00474 0.47999
0.53988 0.88121
0.73956 0.33500
0.63603 0.67801
0.76381 0.08711
0.80014 0.81995
0.88168 0.96051
0.70460 0.99025
0.55958 0.07831
0.62138 0.98398
0.95863 0.50559
0.31706 0.36393
0.47326 0.59356
0.48214 0.98307
0.33032 0.97059
0.45552 0.80410
0.98913 0.81782
0.92693 0.77742
0.47961 0.75212
0.20180 0.07232
0.77293 0.38238
0.58051 0.80701
0.50053 0.96865
0.44711 0.40870
0.77253 0.25006
0.55246 0.30972
0.91203 0.95013
0.53435 0.93894
0.16413 0.63815
0.02645 0.95726
0.02179 0.76704
0.56898 0.76700
0.90920 0.30764
0.54237 0.38879
0.59936 0.06465
0.41065 0.55829
0.87271 0.27480
0.32958 0.55308
0.20103 0.60814
0.06728 0.79656
0.24086 0.59426
0.21152 0.44810
0.10938 0.87194
0.47371 0.80178
0.63153 0.48496
0.88784 0.59707
0.09789 0.74524
0.63055 0.43767
0.63712 0.17141
0.62504 0.72332
0.64051 0.11690
0.20544 0.59668
0.22276 0.97273
0.10270 0.20044
0.65734 0.69846
0.46495 0.15136
0.74447 0.40953
0.74551 0.49902
0.97857 0.96646
0.70976 0.71542
0.44821 0.69360
0.94743 0.69086
0.37650 0.19901
0.55808 0.13022
0.06236 0.98963
0.49677 0.36533
0.18626 0.90012
0.21335 0.97959
0.84394 0.42040
0.24788 0.96344
0.80574 0.06653
0.81489 0.80475
0.34628 0.53692
0.28523 0.36123
0.04191 0.28198
0.23122 0.02889
0.08197 0.52403
0.68746 0.62127
0.92358 0.13981
0.62462 0.74324
0.43934 0.93661
0.46468 0.84153
0.82302 0.39299
0.05223 0.46450
0.28007 0.32881
0.40476 0.64706
0.37616 0.59391
0.30433 0.95776
0.75872 0.84769
0.86534 0.40239
0.29564 0.75051
0.45081 0.12635
0.92421 0.80702
0.82351 0.62612
0.80453 0.62720
0.10554 0.88593
0.45455 0.72702
0.34099 0.39383
0.79821 0.43518
0.08509 0.86455
0.34803 0.07494
0.27269 0.50326
0.20928 0.88081
0.98770 0.88690
0.74105 0.26985
0.47371 0.02985
0.29406 0.11662
0.07212 0.10776
0.61986 0.03364
0.60191 0.78925
0.96418 0.43976
0.34196 0.35437
0.13535 0.35669
0.63102 0.46260
0.63155 0.66582
0.11039 0.99865
0.01969 0.89580
0.93954 0.77278
0.13277 0.04294
0.11904 0.59118
0.01653 0.20009
0.58112 0.38894
0.89724 0.21198
0.71396 0.81966
0.17250 0.86659
0.96568 0.59151
0.32763 0.52112
0.31261 0.43910
0.47516 0.05949
0.80104 0.29216
0.32976 0.49972
0.31253 0.26928
0.45727 0.68805
0.42124 0.34421
0.34715 0.72709
0.04865 0.05810
0.56774 0.90127
0.99224 0.18909
0.49875 0.52838
0.41061 0.42498
0.49697 0.01726
0.83483 0.27677
0.93787 0.44111
0.84988 0.68992
0.73803 0.68925
0.93483 0.85802
0.50768 0.58253
0.71467 0.85179
